timestamp,ax,ay,az,gx
1746148108.303363,0.26796875000000003,8.766406250000001,-4.70859375,-0.32
1746148108.4032176,0.26796875000000003,8.766406250000001,-4.70859375,-0.27
1746148108.5439239,0.22968750000000002,8.766406250000001,-4.70859375,-0.32
1746148108.7417598,0.22968750000000002,8.766406250000001,-4.70859375,-0.31
1746148108.8445866,0.22968750000000002,8.766406250000001,-4.70859375,-0.37
1746148108.962357,0.26796875000000003,8.766406250000001,-4.70859375,-0.26
1746148109.082844,0.22968750000000002,8.766406250000001,-4.70859375,-0.34
1746148109.1713216,0.26796875000000003,8.8046875,-4.70859375,-0.29
1746148109.289322,0.30625,8.766406250000001,-4.70859375,-0.29
1746148109.4000144,0.22968750000000002,8.766406250000001,-4.6703125000000005,-0.24
1746148109.5011077,0.22968750000000002,8.8046875,-4.6703125000000005,-0.32
1746148109.6168919,0.30625,8.766406250000001,-4.6703125000000005,-0.31
1746148109.7408457,0.26796875000000003,8.766406250000001,-4.6703125000000005,-0.2
1746148109.850235,0.22968750000000002,8.8046875,-4.70859375,-0.23
1746148109.959101,0.26796875000000003,8.728125,-4.6703125000000005,-0.27
1746148110.071114,0.26796875000000003,8.8046875,-4.6703125000000005,-0.37
1746148110.1914716,0.19140625,8.8046875,-4.746875,-0.35
1746148110.2980824,0.19140625,8.8046875,-4.746875,-0.21
1746148110.4015899,0.22968750000000002,8.8046875,-4.70859375,-0.31
1746148110.5205214,0.22968750000000002,8.84296875,-4.6703125000000005,-0.37
1746148110.7388117,0.22968750000000002,8.766406250000001,-4.6703125000000005,-0.31
1746148110.8508642,0.26796875000000003,8.766406250000001,-4.746875,-0.31
1746148110.9552233,0.22968750000000002,8.766406250000001,-4.6703125000000005,-0.31
1746148111.0673635,0.19140625,8.8046875,-4.6703125000000005,-0.27
1746148111.1795285,0.22968750000000002,8.766406250000001,-4.70859375,-0.31
1746148111.2967439,0.22968750000000002,8.766406250000001,-4.70859375,-0.32
1746148111.4022343,0.22968750000000002,8.728125,-4.746875,-0.29
1746148111.5748782,0.26796875000000003,8.766406250000001,-4.70859375,-0.31
1746148111.6433837,0.26796875000000003,8.766406250000001,-4.746875,-0.24
1746148111.7487843,0.26796875000000003,8.728125,-4.70859375,-0.27
1746148111.8737345,0.26796875000000003,8.8046875,-4.70859375,-0.32
1746148112.1276913,0.26796875000000003,8.8046875,-4.70859375,-0.34
1746148112.2811444,0.22968750000000002,8.728125,-4.6703125000000005,-0.24
1746148112.385369,0.26796875000000003,8.728125,-4.70859375,-0.32
1746148112.5249896,0.26796875000000003,8.8046875,-4.6703125000000005,-0.26
1746148112.8336036,0.22968750000000002,8.766406250000001,-4.6703125000000005,-0.31
1746148112.9359417,0.22968750000000002,8.8046875,-4.70859375,-0.32
1746148113.0359318,0.26796875000000003,8.766406250000001,-4.746875,-0.37
1746148113.1639633,0.22968750000000002,8.84296875,-4.70859375,-0.23
1746148113.4047203,0.19140625,8.8046875,-4.746875,-0.24
1746148113.6336691,0.26796875000000003,8.728125,-4.70859375,-0.27
1746148113.8361523,0.19140625,8.766406250000001,-4.6703125000000005,-0.32
1746148114.019287,0.30625,8.8046875,-4.6703125000000005,-0.34
